sl_id,sl_store,sl_address,sl_address2,sl_city,sl_state,sl_zip,sl_country,sl_latitude,sl_longitude,sl_tags,sl_description,sl_email,sl_url,sl_hours,sl_phone,sl_fax,sl_image,sl_private,sl_neat_title,sl_linked_postid,sl_pages_url,sl_option_value,sl_lastupdated
1580,Banks Heating and Air Conditioning,10801 Merritt Drive,,Stockton,CA,95219,USA,38.055248,-121.388243,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",When You Need an Expert,info@thehvac.net,http://banksheating.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://banksheating.myhvacshop.com/services/,,
1583,Barr Engineering Inc.,12612 Clark Street,,Santa Fe Springs,CA,90670,USA,33.9389733,-118.0634745,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",SOS Service and Installation,info@thehvac.net,http://barren.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://barren.myhvacshop.com/services/,,
1585,Bartel Heating and Air,21582 Main Street,,Grand Terrance,CA,92313,USA,34.0196479,-117.336157,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Specializing in Your Comfort Since 1968,info@thehvac.net,http://bartelheating.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bartelheating.myhvacshop.com/services/,,
1586,Bartlett Heating and Air Conditioning,7196 Alder Spring Way,,San Jose,CA,95139,USA,37.224612,-121.772305,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation","Your 911 For Plumbing, Heating & A/C",info@thehvac.net,http://bartlettheating.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bartlettheating.myhvacshop.com/services/,,
1587,Bay Air Mechanical SvcInc,6901 Devon Way,,San Jose,CA,95129,USA,37.296371,-122.025813,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",One Call Gets it All Expert Quality Service,info@thehvac.net,http://bayair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bayair.myhvacshop.com/services/,,
1588,Bay Area Heating and Cooling Services,1174 Lincoln Avenue Suite 10,,San Jose,CA,95148,USA,37.307435,-121.899826,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Remarkable Service. Remarkable Craftstmen,info@thehvac.net,http://bayarea.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bayarea.myhvacshop.com/services/,,
1589,Bay HVAC,1427 De Falco Way,,San Jose,CA,95131,USA,37.37701,-121.8859,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation","Your 911 For Plumbing, Heating & A/C",info@thehvac.net,http://bayhvac.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bayhvac.myhvacshop.com/services/,,
1591,Bay Mountain Air,125 Dillon Ave. #B,,Campbell,CA,95008,USA,37.2855335,-121.9418401,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Most Respected Name in the Region,info@thehvac.net,http://baymoubeing.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://baymoubeing.myhvacshop.com/services/,,
1592,Bayside Mechanical Inc.,333 North Amphlett Blvd,,San Mateo,CA,94401,USA,37.577839,-122.322503,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",When You Need it Fast and You Need it Expert,info@thehvac.net,http://bayside.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bayside.myhvacshop.com/services/,,
1593,Bayside Refrigeration,3121 Bay Road,,Redwood City,CA,94063,USA,37.482404,-122.199981,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Our comfort depends on your comfort,info@thehvac.net,http://baysiderefrige.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://baysiderefrige.myhvacshop.com/services/,,
1594,Bay-Solano Heating and Air,458 Rinconada Ct,,Benicia,CA,94510,USA,38.054756,-122.144404,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Don't Delay Call Today,info@thehvac.net,http://baysol.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://baysol.myhvacshop.com/services/,,
1595,Bay Valley Sheet Metal,8762 S Berkley Way,,Stockton,CA,95215,USA,37.887309,-121.079201,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Your Comfort is Our Specialty,info@thehvac.net,http://bayval.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bayval.myhvacshop.com/services/,,
1596,B and B Heating,6955 Glenview Drive,,Gilroy,CA,95020,USA,36.997361,-121.572495,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Where Experts Fix Your Problems,info@thehvac.net,http://bbheat.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bbheat.myhvacshop.com/services/,,
1597,B B Stern Company Inc,839 Cherry Lane,,San Carlos,CA,94070,USA,37.5101139,-122.2534812,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",When You Need an Expert,info@thehvac.net,http://bbster.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bbster.myhvacshop.com/services/,,
1598,BCS Mech/Barstow Cooler,2180 E Main St,,Barstow,CA,92311,USA,34.883823,-116.986727,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",SOS Service and Installation,info@thehvac.net,http://bcsmec.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bcsmec.myhvacshop.com/services/,,
1599,B.D. Appliance Repair,15408 Rhododendron Dr.,,Canyon Country,CA,91387,USA,34.438064,-118.404871,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Specializing in Your Comfort Since 1968,info@thehvac.net,http://bdappliance.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bdappliance.myhvacshop.com/services/,,
1601,BDM AIR,861 Thousand Oaks Blvd #4,,Thousand Oaks,CA,91360,USA,34.1789079,-118.8766133,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation","Your 911 For Plumbing, Heating & A/C",info@thehvac.net,http://bdmair1.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bdmair1.myhvacshop.com/services/,,
1604,Beasley Mech. Services,41 Tareton Ct,,San Ramon,CA,94583,USA,37.7799273,-121.9780153,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",One Call Gets it All Expert Quality Service,info@thehvac.net,http://beasle.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://beasle.myhvacshop.com/services/,,
1605,Bebow's Heating and Air,2414 Tanager St 2,,Grand Terrace,CA,92313,USA,34.0214101,-117.3169192,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Remarkable Service. Remarkable Craftstmen,info@thehvac.net,http://bebows.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bebows.myhvacshop.com/services/,,
1606,Bel-Aire,7466 East Pine Avenue,,Fresno,CA,93727,USA,36.7618355,-119.7095593,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation","Your 911 For Plumbing, Heating & A/C",info@thehvac.net,http://belairepalo.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://belairepalo.myhvacshop.com/services/,,
1608,Bell Brothers Heating and Air Conditioning,9195 Survey Road,,Elk Grove,CA,95624,USA,38.376072,-121.3578648,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Most Respected Name in the Region,info@thehvac.net,http://www.bellbroshvac.com/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://www.bellbroshvac.com/,,
1610,Benchmark Air Conditioning Inc,2216 N. Street,,Bakersfield,CA,93301,USA,35.379788,-119.01373,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",When You Need it Fast and You Need it Expert,info@thehvac.net,http://benchmarkair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://benchmarkair.myhvacshop.com/services/,,
1617,Benedict and Benedict,Benedict and Benedict,,Arcadia,CA,91006,USA,34.1397292,-118.0353449,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Our comfort depends on your comfort,info@thehvac.net,http://benedict.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://benedict.myhvacshop.com/services/,,
1618,"Benick, Inc.",8537 Kelvin Avenue,,Winnetka,CA,91306,USA,34.2256383,-118.5863541,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Don't Delay Call Today,info@thehvac.net,http://benick.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://benick.myhvacshop.com/services/,,
1619,Berck's Family Pbg Htg,38415 Innovation Ct Ste E,,Murrieta,CA,92563,USA,33.5599649,-117.1337337,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Your Comfort is Our Specialty,info@thehvac.net,http://bercks.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bercks.myhvacshop.com/services/,,
1621,Best Air Mechanical &#44; Inc,412 E Street,,Galt,CA,95632,USA,38.250037,-121.304452,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Where Experts Fix Your Problems,info@thehvac.net,http://bestairgalt.com/,8-430 monday- friday 24hr emg.,1-800-282-4912,1-800-282-4912,,,,,http://bestairgalt.com/,,
1622,Best Buy Htg and Air Cond,10234 4th Street,,Rancho Cucamonga,CA,91730,USA,34.078408,-117.580549,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",When You Need an Expert,info@thehvac.net,http://besbuy.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://besbuy.myhvacshop.com/services/,,
1623,Best Air Cond and Heating,959-A N. Elm Street,,Orange,CA,92867,USA,33.8032056,-117.8693368,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",SOS Service and Installation,info@thehvac.net,http://bestair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bestair.myhvacshop.com/services/,,
1624,Best Call Mechanical,3633 Truman Court,,Bakersfield,CA,93309,USA,35.327194,-119.044363,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Specializing in Your Comfort Since 1968,info@thehvac.net,http://bestcall.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bestcall.myhvacshop.com/services/,,
1625,Best Choice Heating and A/C,1233 A Street,,Livingston,Ca,942614,USA,37.387167,-120.724716,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation","Your 911 For Plumbing, Heating & A/C",info@thehvac.net,http://bestchoice.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bestchoice.myhvacshop.com/services/,,
1626,"Best Quality Heating and Air, Inc",1308 East Collins Avenue,,Orange,CA,92867,USA,33.802071,-117.8398,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",One Call Gets it All Expert Quality Service,info@thehvac.net,http://bestquality.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bestquality.myhvacshop.com/services/,,
1628,Bevillies Air Conditioing,23850 Rowe Drive,,Moreno Valley,CA,92557,USA,33.950923,-117.246797,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Remarkable Service. Remarkable Craftstmen,info@thehvac.net,http://bevillies.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bevillies.myhvacshop.com/services/,,
1629,Big C's Heating and Air,2425 Kriska Drive,,Modesto,CA,95355,USA,37.6704504,-120.9302603,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation","Your 911 For Plumbing, Heating & A/C",info@thehvac.net,http://bigcheating.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bigcheating.myhvacshop.com/services/,,
1630,BP Air,780 Yuba Dr,,Mountain View,CA,94041,USA,37.3814768,-122.0701187,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Most Respected Name in the Region,info@thehvac.net,http://billpe.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://billpe.myhvacshop.com/services/,,
1631,"Bird Refrigeration Co, Inc.",109 East 4th Street,,San Bernardino,CA,92410,USA,34.1061509,-117.284751,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",When You Need it Fast and You Need it Expert,info@thehvac.net,http://birdrefrig.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://birdrefrig.myhvacshop.com/services/,,
1632,B J Heating and A/C Inc.,1240 Wilson Way,,Woodland,CA,95776,USA,38.682326,-121.762086,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Our comfort depends on your comfort,info@thehvac.net,http://bjheat.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bjheat.myhvacshop.com/services/,,
1634,B.L. Norton H.V.A.C.,529 North Adams,,Dixon,CA,95620,USA,38.45026,-121.826498,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Don't Delay Call Today,info@thehvac.net,http://blnorton.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://blnorton.myhvacshop.com/services/,,
1635,Blue Plumbing Company Inc,6312 Variel Ave #214,,Woodland Hills,CA,91367,USA,34.1858427,-118.5927862,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Your Comfort is Our Specialty,info@thehvac.net,http://blplco.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://blplco.myhvacshop.com/services/,,
1637,Bob Jones A/C Rpr.andInstal,3325 Wild Palms Dr,,Modesto,CA,95355,USA,37.666545,-120.933052,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Where Experts Fix Your Problems,info@thehvac.net,http://bobjon.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bobjon.myhvacshop.com/services/,,
1639,Bodnar Heating and Air Cond,215 Inner Circle,,Redwood City,CA,94062,USA,37.475623,-122.246327,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",When You Need an Expert,info@thehvac.net,http://bodnar.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bodnar.myhvacshop.com/services/,,
1640,Bogner Sheet Metal,142 Benito Ave,,Santa Cruz,CA,95062,USA,36.9804148,-122.0126083,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",SOS Service and Installation,info@thehvac.net,http://bogner.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bogner.myhvacshop.com/services/,,
1641,Bohn Heating and Sheet Metl,221 Grand Avenue,,Pacific Grove,CA,93950,USA,36.6201859,-121.917321,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Specializing in Your Comfort Since 1968,info@thehvac.net,http://bohn.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bohn.myhvacshop.com/services/,,
1642,Bonanza A/C Heating and Ref,7653 Burnet Ave,,Van Nuys,CA,91405,USA,34.21,-118.463521,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation","Your 911 For Plumbing, Heating & A/C",info@thehvac.net,http://bonair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bonair.myhvacshop.com/services/,,
1643,Bonanza Heating and Air,1098 Independence Ave Ste A,,Mountain View,CA,94043,USA,37.420247,-122.097146,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",One Call Gets it All Expert Quality Service,info@thehvac.net,http://bonanz.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bonanz.myhvacshop.com/services/,,
1644,Bonney Plumbing and Rooter Service,3906 Kristi Court,,Sacramento,CA,95827,USA,38.553274,-121.326274,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Remarkable Service. Remarkable Craftstmen,info@thehvac.net,http://bonney.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bonney.myhvacshop.com/services/,,
1645,Boudreau Plumbing and Heati,868 Warrington Ave,,Redwood City,CA,94063,USA,37.482782,-122.204819,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation","Your 911 For Plumbing, Heating & A/C",info@thehvac.net,http://boudre.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://boudre.myhvacshop.com/services/,,
1647,Boyd Air Systems,2528 Lynwood Street,,Simi Valley,CA,93065,USA,34.284028,-118.748179,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Most Respected Name in the Region,info@thehvac.net,http://boydair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://boydair.myhvacshop.com/services/,,
1648,"Bracco, Inc.",20942 Osborne St. #B,,Canoga Park,CA,91304,USA,34.232394,-118.590133,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",When You Need it Fast and You Need it Expert,info@thehvac.net,http://bracco.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bracco.myhvacshop.com/services/,,
1649,Bradley Mechanical,10625 Lawson River,,Fountain Valley,CA,92708,USA,33.6967378,-117.9434957,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Our comfort depends on your comfort,info@thehvac.net,http://bradley.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bradley.myhvacshop.com/services/,,
1650,Brad's Heating and Air Conditioning,6043 35th Avenue,,Sacramento,CA,95824,USA,38.523096,-121.434957,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Don't Delay Call Today,info@thehvac.net,http://bradsheating.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bradsheating.myhvacshop.com/services/,,
1651,"Brea/Orange County PLBG, Htg AC, Inc.",420 West Lambert Road Unit A,,Brea,CA,92821,USA,33.9246853,-117.9011979,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Your Comfort is Our Specialty,info@thehvac.net,http://breaorange.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://breaorange.myhvacshop.com/services/,,
1652,Breedlove Heat and Air,846 William Moss Blvd,,Stockton,CA,95206,USA,37.906203,-121.297137,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Where Experts Fix Your Problems,info@thehvac.net,http://breedlove.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://breedlove.myhvacshop.com/services/,,
1653,Breeze Air Systems,633 Market St,,Stockton,CA,95202,USA,37.9530604,-121.2822097,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",When You Need an Expert,info@thehvac.net,http://breeze.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://breeze.myhvacshop.com/services/,,
1654,"Breeze Air Conditioning, Inc.",75-145 St. Charles Place,,Palm Desert,CA,92211,USA,33.7453328,-116.3532654,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",SOS Service and Installation,info@thehvac.net,http://breezeair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://breezeair.myhvacshop.com/services/,,
1655,"Brenick Mechanical, Inc",1040 W Kettleman Ln 1B - 142,,Lodi,CA,95240,USA,38.114263,-121.285282,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Specializing in Your Comfort Since 1968,info@thehvac.net,http://brenic.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://brenic.myhvacshop.com/services/,,
1658,Brewers A/C and Htg,1417 Sorrel Street,,Simi Valley,CA,93065,USA,34.26776,-118.772431,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation","Your 911 For Plumbing, Heating & A/C",info@thehvac.net,http://brewerpet.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://brewerpet.myhvacshop.com/services/,,
1663,Brian's Heating and Cooling,16911 Hill Drive,,Madera,CA,93638,USA,36.994951,-120.075114,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",One Call Gets it All Expert Quality Service,info@thehvac.net,http://brianswahlen.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://brianswahlen.myhvacshop.com/services/,,
1664,Brock's Mechanical Service,39120 Argonaut Way # 434,,Fremont,CA,94538,USA,37.5445777,-121.9891906,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Remarkable Service. Remarkable Craftstmen,info@thehvac.net,http://brocks.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://brocks.myhvacshop.com/services/,,
1665,Brody-Pennell Htg and A/C,2718 S. Robertson Blvd,,Los Angeles,CA,90034,USA,34.0367712,-118.3886643,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation","Your 911 For Plumbing, Heating & A/C",info@thehvac.net,http://brody.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://brody.myhvacshop.com/services/,,
1666,"Brower Mechanical, Inc.",4060 Alvis Court,,Rocklin,CA,95677,USA,38.808745,-121.215074,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Most Respected Name in the Region,info@thehvac.net,http://brower.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://brower.myhvacshop.com/services/,,
1667,Brownie's Refrig. Service,9141 Somerset Blvd,,Bellflower,CA,90706,USA,33.8966831,-118.1393037,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",When You Need it Fast and You Need it Expert,info@thehvac.net,http://browni.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://browni.myhvacshop.com/services/,,
1668,Brownson Technical School,1110 Technology Circle Ste D,,Anaheim,CA,92805,USA,33.819073,-117.90588,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Our comfort depends on your comfort,info@thehvac.net,http://browns.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://browns.myhvacshop.com/services/,,
1669,Brrr-O-Metric A/C,10340 Canoga Ave #238,,Chatsworth,CA,91311,USA,34.258662,-118.596926,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Don't Delay Call Today,info@thehvac.net,http://brrromet.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://brrromet.myhvacshop.com/services/,,
1670,Bryan Refrigeration and Air Conditioning,8912 Bainford Drive,,Huntington Beach,CA,92646,USA,33.665231,-117.972305,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Your Comfort is Our Specialty,info@thehvac.net,http://bryan.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bryan.myhvacshop.com/services/,,
1671,Budget Air cond and Htg,1249 S. Diamond Bar Blvd #239,,Diamond Bar,CA,91765,USA,33.9998209,-117.8129358,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Where Experts Fix Your Problems,info@thehvac.net,http://budair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://budair.myhvacshop.com/services/,,
1672,Budget Air Conditioning,221 Via Elegante Dr,,Bakersfield,CA,93312,USA,35.3584835,-119.1657678,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",When You Need an Expert,info@thehvac.net,http://budget.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://budget.myhvacshop.com/services/,,
1673,Buffalo's Facilities Grou,580 E Weddell Dr ste 1,,Sunnyvale,CA,94089,USA,37.3988213,-122.0128037,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",SOS Service and Installation,info@thehvac.net,http://buffao.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://buffao.myhvacshop.com/services/,,
1674,Furnace Man,629 Wilson Avenue,,Novato,CA,94947,USA,38.10223,-122.598302,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",Specializing in Your Comfort Since 1968,info@thehvac.net,http://burchetts.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://burchetts.myhvacshop.com/services/,,
1675,Bures HVAC,17939 CHATSWORTH STREET #415,,Granada Hills,CA,91344,USA,34.2647134,-118.5256892,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation","Your 911 For Plumbing, Heating & A/C",info@thehvac.net,http://bures.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://bures.myhvacshop.com/services/,,
1677,Burke Engineering,9700 Factorial Way,,South El Monte,CA,91733,USA,34.0541063,-118.0591916,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",One Call Gets it All Expert Quality Service,info@thehvac.net,http://burke.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,1-800-282-4912,,,,,http://burke.myhvacshop.com/services/,,
