Store ID,Store Name,Street address,Unit,City,State,Zip code,Latitude,Longitude,Tags,Description,URL,Store Hours,Phone,Image,sl_email,sl_pages_url
1517,A-Plus Contractors,10111 Phelan Drive,,Villa Park,CA,92861,33.815323,-117.815331,heater repair,"Your 911 For Plumbing, Heating & A/C",http://apluscontractor.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(714) 709-7730,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,info@thehvac.net,http://www.thehvac.net/member/a-plus-contractors/
1518,A Plus Global System,372 Florin Road # 288,,Sacramento,CA,95831,38.5076747,-121.5413204,heater repair,One Call Gets it All Expert Quality Service,http://aplusglobal.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(916) 684-1622,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,info@thehvac.net,http://www.thehvac.net/member/a-plus-global-system/
1519,Apollo-Aire Htg and A/C,164-1 TeamTrack Rd,,Auburn,CA,95603,38.907207,-121.067877,heater repair,Remarkable Service. Remarkable Craftstmen,http://apollo.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(916) 923-5673,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,info@thehvac.net,http://www.thehvac.net/member/apollo-aire-htg-and-ac/
1520,Appliance Parts Co.,1062 The Alameda,,San Jose,CA,95126,37.3313785,-121.9109215,heater repair,"Your 911 For Plumbing, Heating & A/C",http://appliance.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(408) 294-9500,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,info@thehvac.net,http://www.thehvac.net/member/appliance-parts-co/
1521,A Quality Htg and Air Inc,570 Valdry Court Ste C-2,,Brentwood,CA,94513,37.9224586,-121.6852075,heater repair,Most Respected Name in the Region,http://aqual.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(925) 240-8055,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,info@thehvac.net,http://www.thehvac.net/member/a-quality-htg-and-air-inc/
1522,Arnen Vartanian,355 North Admas Street #215,,Glendale,CA,91206,34.1486444,-118.2419063,heater repair,When You Need it Fast and You Need it Expert,http://armenvart.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 437-9291,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,info@thehvac.net,http://www.thehvac.net/member/arnen-vartanian/
1523,Arms Air Conditioning and Heating&#44; Inc,370 Airpark Road,,Atwater,CA,95301,37.3365579,-120.603352,heater repair,Our comfort depends on your comfort,armsac.com,"7-7 Monday - Saturday, 9-5 Sunday",(209) 357-8199,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,info@thehvac.net,http://www.thehvac.net/member/arms-air-conditioning-and-heating-inc/
1524,Armsco,1529 Broadview Dr,,Glendale,CA,91208,34.2063905,-118.2330404,heater repair,Don't Delay Call Today,http://armsco.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 402-4208,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,info@thehvac.net,http://www.thehvac.net/member/armsco/
1525,"AroundtheClock Htg,A/CRef",7216 Varna Ave,,North Hollywood,CA,91605,34.2018015,-118.424587,heater repair,Your Comfort is Our Specialty,http://around.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 506-4400,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,info@thehvac.net,http://www.thehvac.net/member/aroundtheclock-htgacref/
1528,Arpi Mechanical Inc.,"9821 Independence Avenue
",,Chatsworth,CA,91311,34.2486707,-118.5907559,heater repair,Where Experts Fix Your Problems,http://arpimeiliad.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 700-2777,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,info@thehvac.net,http://www.thehvac.net/member/arpi-mechanical-inc/
1532,Arrow Heating and A/C Co.,5508 E Geoffrey Ave,,Simi Valley,CA,93063,34.270303,-118.684754,heater repair,When You Need an Expert,http://arrowh.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(805) 584-0712,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,info@thehvac.net,http://www.thehvac.net/member/arrow-heating-and-ac-co/
1533,Arrowhead Air Conditioning,550 West Mesa Street,,Rialto,CA,92376,34.1210809,-117.382699,heater repair,SOS Service and Installation,http://arrowhead.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(714) 357-9049,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,info@thehvac.net,http://www.thehvac.net/member/arrowhead-air-conditioning/
1534,Arrow Mechanical,140 Juniper Dr,,Auburn,CA,95602,38.947604,-121.045536,heater repair,Specializing in Your Comfort Since 1968,http://arrowme.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(530) 878-1981,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,info@thehvac.net,http://www.thehvac.net/member/arrow-mechanical/
1535,Arsen Air Conditioning,3674 Urquidez,,Glendale,CA,91208,34.206365,-118.236112,heater repair,"Your 911 For Plumbing, Heating & A/C",http://arsen.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 249-0827,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,info@thehvac.net,http://www.thehvac.net/member/arsen-air-conditioning/
1537,Art Grossman and Sons,712 Reddick Street,,Santa Barbara,CA,93103,34.423917,-119.686403,heater repair,One Call Gets it All Expert Quality Service,http://artgrossmann.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(805) 963-3428,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,info@thehvac.net,http://www.thehvac.net/member/art-grossman-and-sons/
1538,A S A P,229 Church St.,,Modesto,CA,95357,37.642022,-120.902844,heater repair,Remarkable Service. Remarkable Craftstmen,http://asap.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(209) 522-4958,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,info@thehvac.net,http://www.thehvac.net/member/a-s-a-p/
1539,A.S.A.P,44547 Chaparral Dr,,Lancaster,CA,93536,34.6912125,-118.1986542,heater repair,"Your 911 For Plumbing, Heating & A/C",http://asap2.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(661) 723-7440,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,info@thehvac.net,http://www.thehvac.net/member/a-s-a-p-2/
1540,ASAP Heating and A/C,44527 Chaparral Drive,,Lancaster,CA,93536,34.692093,-118.199049,heater repair,Most Respected Name in the Region,http://asapheat.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(661) 723-7440,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,info@thehvac.net,http://www.thehvac.net/member/asap-heating-and-ac/
1541,ASAP Repairs,2125 Orange Grove Avenue,,Alhambra,Ca,91803,34.068637,-118.156217,heater repair,When You Need it Fast and You Need it Expert,http://asaprepairs.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(323) 432-7279,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,info@thehvac.net,http://www.thehvac.net/member/asap-repairs/
1542,ASCO Service Inc.,575 Southside Dr Ste B or C,,Gilroy,CA,95020,37.0057816,-121.5682751,heater repair,Our comfort depends on your comfort,http://ascose.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(408) 846-6499,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,info@thehvac.net,http://www.thehvac.net/member/asco-service-inc/
1543,"Ashley's Plmb, Htg Inc.",740 Sutter St.,,Yuba City,CA,95991,39.141047,-121.6106506,heater repair,Don't Delay Call Today,http://ashley.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(530) 673-9678,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,info@thehvac.net,http://www.thehvac.net/member/ashleys-plmb-htg-inc/
1544,Askar Air Conditioning,1056 South Idaho # 34,,La Habra,CA,90631,33.918689,-117.957881,heater repair,Your Comfort is Our Specialty,http://askarair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(714) 446-9103,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,info@thehvac.net,http://www.thehvac.net/member/askar-air-conditioning/
1545,"Associated Heating and Heating Air, Inc",1320-B N Hancock St,,Anaheim,CA,92807,33.862868,-117.813584,heater repair,Where Experts Fix Your Problems,http://associ.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(714) 777-8833,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,info@thehvac.net,http://www.thehvac.net/member/associated-heating-and-heating-air-inc/
1546,"Astro Construction, Inc.",15445 Ventura Blvd. Ste 364,,Sherman Oaks,CA,91403,34.15482,-118.470155,heater repair,When You Need an Expert,http://astro.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 995-7494,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,info@thehvac.net,http://www.thehvac.net/member/astro-construction-inc/
1547,"Astro Air Design, Inc.",1085 East Avenue,,Lincoln,CA,95648,38.899656,-121.283885,heater repair,SOS Service and Installation,http://astroa.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(916) 645-0882,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,info@thehvac.net,http://www.thehvac.net/member/astro-air-design-inc/
1548,A-Subcool Air Cond.,17149 Baltar Street,,Van Nuys,CA,91406,34.216684,-118.507272,heater repair,Specializing in Your Comfort Since 1968,http://asubcool.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 609-8776,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,info@thehvac.net,http://www.thehvac.net/member/a-subcool-air-cond/
1549,ATA Contractor,14419 Herron St,,Sylmar,CA,91342,34.296782,-118.447483,heater repair,"Your 911 For Plumbing, Heating & A/C",http://atacon.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 367-2368,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,info@thehvac.net,http://www.thehvac.net/member/ata-contractor/
1550,"ATC Service, Inc.",285 Sobrante Way Suite F,,Sunnyvale,CA,94086,37.3840097,-122.0342702,heater repair,One Call Gets it All Expert Quality Service,http://atcser.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(650) 968-1100,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,info@thehvac.net,http://www.thehvac.net/member/atc-service-inc/
1551,Atlantis Heating and Air,240 Puffin Court,,Foster City,CA,94404,37.5705079,-122.259795,heater repair,Remarkable Service. Remarkable Craftstmen,http://atlantis.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(650) 454-4659,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,info@thehvac.net,http://www.thehvac.net/member/atlantis-heating-and-air/
1552,Atlas Service Co,13929 La Jolla Plaza,,Garden Grove,CA,92844,33.761323,-117.958794,heater repair,"Your 911 For Plumbing, Heating & A/C",http://atlas.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(714) 534-7186,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,info@thehvac.net,http://www.thehvac.net/member/atlas-service-co/
1555,Austin's Heating and A/C,5166 Gordon Valley Rd,,Fairfield,CA,94534,38.299087,-122.105048,heater repair,Most Respected Name in the Region,http://austin.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(707) 422-2593,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,info@thehvac.net,http://www.thehvac.net/member/austins-heating-and-ac/
1556,Austin Air Conditioning,35673 Manon Avenue,,Madera Ranchos,CA,93636,36.93579,-119.899954,heater repair,When You Need it Fast and You Need it Expert,http://austinair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(559) 298-3795,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,info@thehvac.net,http://www.thehvac.net/member/austin-air-conditioning/
1557,Authority Heating and Air Condiioning,2979 Muttonbird Way,,Sacramento,CA,95834,38.629181,-121.527527,heater repair,Our comfort depends on your comfort,http://authorityheatingandair.com/,"7-7 Monday - Saturday, 9-5 Sunday",(916) 474-9916,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,info@thehvac.net,http://www.thehvac.net/member/authority-heating-and-air-condiioning/
1558,Automatic Heating,15274 Seventh St,,Victorville,CA,92592,34.529024,-117.300093,heater repair,Don't Delay Call Today,http://automa.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(760) 245-3711,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,info@thehvac.net,http://www.thehvac.net/member/automatic-heating/
1559,Autumn Air,1005 North Main Street,,Orange,CA,92867,33.804078,-117.8666557,heater repair,Your Comfort is Our Specialty,http://autumnair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(714) 744-4432,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,info@thehvac.net,http://www.thehvac.net/member/autumn-air/
1560,A V Action Air Inc,3313 West Avenue N-8,,Palmdale,CA,93551,34.624201,-118.187766,heater repair,Where Experts Fix Your Problems,http://avacti.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(661) 267-0078,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,info@thehvac.net,http://www.thehvac.net/member/a-v-action-air-inc/
1561,Avatar Property Services,10281 Trademark Street Suite A,,Rancho Cucamonga,CA,91730,34.079555,-117.580989,heater repair,When You Need an Expert,http://avatar.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(909) 948-7593,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,info@thehvac.net,http://www.thehvac.net/member/avatar-property-services/
1563,Avery Heating and Cooling,6047 Tampa Avenue Ste 205,,Tarzana,CA,91356,34.180829,-118.553816,heater repair,SOS Service and Installation,http://averyheating.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 678-9888,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,info@thehvac.net,http://www.thehvac.net/member/avery-heating-and-cooling/
1564,Avis Plumbing Htg and Air,600 E Valley Blvd,,Colton,CA,92324,34.0656666,-117.3166057,heater repair,Specializing in Your Comfort Since 1968,http://avis.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(909) 825-3600,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,info@thehvac.net,http://www.thehvac.net/member/avis-plumbing-htg-and-air/
1565,Awesome Heating and Air,748 Saturn Way,,Livermore,CA,94550,37.660481,-121.787515,heater repair,"Your 911 For Plumbing, Heating & A/C",http://awesome.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(925) 989-7414,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,info@thehvac.net,http://www.thehvac.net/member/awesome-heating-and-air/
1566,"AZ Air Conditg and Heat,Inc",7640 Tobias Avenue,,Van Nuys,CA,91405,34.209194,-118.4519889,heater repair,One Call Gets it All Expert Quality Service,http://az airc.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(800) 400-0227,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,info@thehvac.net,http://www.thehvac.net/member/az-air-conditg-and-heatinc/
1567,"BandP Services, Inc",771 Newton Way,,Costa Mesa,CA,92627,33.6374912,-117.9303786,heater repair,Remarkable Service. Remarkable Craftstmen,http://bandpservices.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(949) 833-1041,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,info@thehvac.net,http://www.thehvac.net/member/bandp-services-inc/
1568,"BandW Furnance Service, Inc.",6015 State Street,,Huntington Park,CA,90255,33.9839958,-118.2126588,heater repair,"Your 911 For Plumbing, Heating & A/C",http://bandwfurnace.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(323) 582-7942,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,info@thehvac.net,http://www.thehvac.net/member/bandw-furnance-service-inc/
1571,Bakers Heat and Air,32 N Houston Ln,,Lodi,CA,95240,38.135254,-121.258238,heater repair,Most Respected Name in the Region,http://baker2.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(209) 334-5338,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,info@thehvac.net,http://www.thehvac.net/member/bakers-heat-and-air/
1572,Baker Heating and Air Cond,1795 Widmer Lane,,Manteca,CA,95336,37.821443,-121.247579,heater repair,When You Need it Fast and You Need it Expert,http://bakermanteca.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(209) 823-8555,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,info@thehvac.net,http://www.thehvac.net/member/baker-heating-and-air-cond/
1575,Balanced Air,2048 West 161 Street,,Torrance,CA,90504,33.884256,-118.314884,heater repair,Our comfort depends on your comfort,http://balancedair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(310) 532-1958,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,info@thehvac.net,http://www.thehvac.net/member/balanced-air/
1576,Ballway Air Conditioning,18417 Bryant St,,Northridge,CA,91325,34.227594,-118.534551,heater repair,Don't Delay Call Today,http://ballwa.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 885-7155,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,info@thehvac.net,http://www.thehvac.net/member/ballway-air-conditioning/
1577,B.A. Morrison,2544 Castro Valley Blvd.,,Castro Valley,CA,94546,37.6935077,-122.0884676,heater repair,Your Comfort is Our Specialty,http://bamorrison.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(510) 538-9817,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,info@thehvac.net,http://www.thehvac.net/member/b-a-morrison/
1578,BandB Heating and A/C Inc,10319 Almanor Circle,,Stockton,CA,95219,38.0513959,-121.38529,heater repair,Where Experts Fix Your Problems,http://bandbhtg.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(209) 474-8100,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,info@thehvac.net,http://www.thehvac.net/member/bandb-heating-and-ac-inc/
1580,Banks Heating and Air Conditioning,10801 Merritt Drive,,Stockton,CA,95219,38.055248,-121.388243,heater repair,When You Need an Expert,http://banksheating.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(209) 933-9802,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,info@thehvac.net,http://www.thehvac.net/member/banks-heating-and-air-conditioning/
1583,Barr Engineering Inc.,12612 Clark Street,,Santa Fe Springs,CA,90670,33.9389733,-118.0634745,heater repair,SOS Service and Installation,http://barren.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(562) 944-1722,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,info@thehvac.net,http://www.thehvac.net/member/barr-engineering-inc/
1585,Bartel Heating and Air,21582 Main Street,,Grand Terrance,CA,92313,34.0196479,-117.336157,heater repair,Specializing in Your Comfort Since 1968,http://bartelheating.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(909) 825-8760,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,info@thehvac.net,http://www.thehvac.net/member/bartel-heating-and-air/
1586,Bartlett Heating and Air Conditioning,7196 Alder Spring Way,,San Jose,CA,95139,37.224612,-121.772305,heater repair,"Your 911 For Plumbing, Heating & A/C",http://bartlettheating.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(408) 623-4949,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,info@thehvac.net,http://www.thehvac.net/member/bartlett-heating-and-air-conditioning/
1587,Bay Air Mechanical SvcInc,6901 Devon Way,,San Jose,CA,95129,37.296371,-122.025813,heater repair,One Call Gets it All Expert Quality Service,http://bayair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(408) 374-9222,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,info@thehvac.net,http://www.thehvac.net/member/bay-air-mechanical-svcinc/
1588,Bay Area Heating and Cooling Services,1174 Lincoln Avenue Suite 10,,San Jose,CA,95148,37.307435,-121.899826,heater repair,Remarkable Service. Remarkable Craftstmen,http://bayarea.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(408) 512-6204,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,info@thehvac.net,http://www.thehvac.net/member/bay-area-heating-and-cooling-services/
1589,Bay HVAC,1427 De Falco Way,,San Jose,CA,95131,37.37701,-121.8859,heater repair,"Your 911 For Plumbing, Heating & A/C",http://bayhvac.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(408) 204-0660,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,info@thehvac.net,http://www.thehvac.net/member/bay-hvac/
1591,Bay Mountain Air,125 Dillon Ave. #B,,Campbell,CA,95008,37.2855335,-121.9418401,heater repair,Most Respected Name in the Region,http://baymoubeing.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(408) 378-6375,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,info@thehvac.net,http://www.thehvac.net/member/bay-mountain-air/
1592,Bayside Mechanical Inc.,333 North Amphlett Blvd,,San Mateo,CA,94401,37.577839,-122.322503,heater repair,When You Need it Fast and You Need it Expert,http://bayside.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(650) 578-9080,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,info@thehvac.net,http://www.thehvac.net/member/bayside-mechanical-inc/
1593,Bayside Refrigeration,3121 Bay Road,,Redwood City,CA,94063,37.482404,-122.199981,heater repair,Our comfort depends on your comfort,http://baysiderefrige.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(650) 366-0796,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,info@thehvac.net,http://www.thehvac.net/member/bayside-refrigeration/
1594,Bay-Solano Heating and Air,458 Rinconada Ct,,Benicia,CA,94510,38.054756,-122.144404,heater repair,Don't Delay Call Today,http://baysol.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(707) 747-5490,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,info@thehvac.net,http://www.thehvac.net/member/bay-solano-heating-and-air/
1595,Bay Valley Sheet Metal,8762 S Berkley Way,,Stockton,CA,95215,37.887309,-121.079201,heater repair,Your Comfort is Our Specialty,http://bayval.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(209) 836-3810,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,info@thehvac.net,http://www.thehvac.net/member/bay-valley-sheet-metal/
1596,B and B Heating,6955 Glenview Drive,,Gilroy,CA,95020,36.997361,-121.572495,heater repair,Where Experts Fix Your Problems,http://bbheat.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(408) 842-5408,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,info@thehvac.net,http://www.thehvac.net/member/b-and-b-heating/
1597,B B Stern Company Inc,839 Cherry Lane,,San Carlos,CA,94070,37.5101139,-122.2534812,heater repair,When You Need an Expert,http://bbster.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(650) 654-4080,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,info@thehvac.net,http://www.thehvac.net/member/b-b-stern-company-inc/
1598,BCS Mech/Barstow Cooler,2180 E Main St,,Barstow,CA,92311,34.883823,-116.986727,heater repair,SOS Service and Installation,http://bcsmec.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(760) 252-2600,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-2.png,info@thehvac.net,http://www.thehvac.net/member/bcs-mechbarstow-cooler/
1599,B.D. Appliance Repair,15408 Rhododendron Dr.,,Canyon Country,CA,91387,34.438064,-118.404871,heater repair,Specializing in Your Comfort Since 1968,http://bdappliance.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(818) 427-1535,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-3.png,info@thehvac.net,http://www.thehvac.net/member/b-d-appliance-repair/
1601,BDM AIR,861 Thousand Oaks Blvd #4,,Thousand Oaks,CA,91360,34.1789079,-118.8766133,heater repair,"Your 911 For Plumbing, Heating & A/C",http://bdmair1.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(805) 529-1823,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-4.png,info@thehvac.net,http://www.thehvac.net/member/bdm-air/
1604,Beasley Mech. Services,41 Tareton Ct,,San Ramon,CA,94583,37.7799273,-121.9780153,heater repair,One Call Gets it All Expert Quality Service,http://beasle.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(925) 785-2713,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-5.png,info@thehvac.net,http://www.thehvac.net/member/beasley-mech-services/
1605,Bebow's Heating and Air,2414 Tanager St 2,,Grand Terrace,CA,92313,34.0214101,-117.3169192,heater repair,Remarkable Service. Remarkable Craftstmen,http://bebows.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(909) 783-2077,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-6.png,info@thehvac.net,http://www.thehvac.net/member/bebows-heating-and-air/
1606,Bel-Aire,7466 East Pine Avenue,,Fresno,CA,93727,36.7618355,-119.7095593,heater repair,"Your 911 For Plumbing, Heating & A/C",http://belairepalo.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(559) 252-7887,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-7.png,info@thehvac.net,http://www.thehvac.net/member/bel-aire/
1608,Bell Brothers Heating and Air Conditioning,9195 Survey Road,,Elk Grove,CA,95624,38.376072,-121.3578648,heater repair,Most Respected Name in the Region,http://www.bellbroshvac.com/,"7-7 Monday - Saturday, 9-5 Sunday",(916) 685-4616,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-8.png,info@thehvac.net,http://www.thehvac.net/member/bell-brothers-heating-and-air-conditioning/
1610,Benchmark Air Conditioning Inc,2216 N. Street,,Bakersfield,CA,93301,35.379788,-119.01373,heater repair,When You Need it Fast and You Need it Expert,http://benchmarkair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(661) 325-9023,http://www.myhvacshop.com/wp-content/uploads/2012/12/FurnaceRepair1.png,info@thehvac.net,http://www.thehvac.net/member/benchmark-air-conditioning-inc/
1617,Benedict and Benedict,Benedict and Benedict,,Arcadia,CA,91006,34.1397292,-118.0353449,heater repair,Our comfort depends on your comfort,http://benedict.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",(626) 798-0804,http://www.myhvacshop.com/wp-content/uploads/2012/12/map-square-1.png,info@thehvac.net,http://www.thehvac.net/member/benedict-and-benedict/
